State_UT,District,Households_Surveyed,Women_Interviewed_15_49yrs,Men_Interviewed_15_54yrs,Sex_Ratio_per_1000_males,Children_Under5_Stunted_pct,Children_Under5_Wasted_pct,Children_Under5_Underweight_pct,Children_Under5_Overweight_pct,Anaemia_Children_6_59months_pct,Anaemia_Women_15_49yrs_pct,Anaemia_Men_15_49yrs_pct,Institutional_Births_pct,Skilled_Birth_Attendant_pct,Full_Immunisation_12_23months_pct,Contraceptive_Prevalence_Rate_pct,Unmet_Need_Family_Planning_pct,Total_Fertility_Rate,Women_BMI_Below_Normal_pct,Men_BMI_Below_Normal_pct,Women_Hypertension_pct,Men_Hypertension_pct,Women_Diabetes_pct,Men_Diabetes_pct,Households_Improved_Drinking_Water_pct,Households_Improved_Sanitation_pct,Households_Electricity_pct,Women_Secondary_Education_pct,Child_Marriage_Women_pct
Kerala,Palakkad,21962,19193,9176,1059,25.2,12.1,22.7,9.4,34.4,42.9,8.5,99.2,99.7,93.3,64.6,5.7,1.6,16.1,10.4,32.4,30.4,18.3,12.7,98.9,98.7,100.0,89.3,3.0
Kerala,Pathanamthitta,28513,21230,11933,1069,22.6,6.3,15.5,5.0,33.5,34.4,7.2,100.0,99.6,95.3,61.9,7.8,2.0,14.2,11.6,31.4,30.6,15.3,16.0,97.6,98.5,99.9,86.3,9.3
Kerala,Thiruvananthapuram,25026,20753,11466,1086,24.8,7.2,17.4,6.8,32.1,35.1,11.0,99.4,100.0,94.4,66.4,4.8,1.8,16.5,9.9,26.1,29.9,13.1,16.9,98.6,98.1,100.0,88.0,8.4
Kerala,Thrissur,27169,25256,7426,1057,18.8,11.7,23.3,6.5,46.6,33.3,8.4,99.2,100.0,92.7,65.9,6.4,1.8,15.6,9.7,30.8,32.4,19.2,17.3,97.0,98.5,100.0,85.6,3.5
Kerala,Wayanad,26711,25305,12247,1071,21.5,8.9,22.7,6.7,34.6,33.8,8.5,99.7,99.8,98.6,62.9,8.6,1.7,12.1,14.9,33.0,26.5,19.3,20.0,98.0,98.5,100.0,87.6,9.2
Kerala,Alappuzha (Zone 2),27356,24020,12978,1056,26.1,8.4,18.3,6.4,37.8,31.7,11.0,99.1,99.3,100.0,66.9,4.6,1.8,9.9,8.6,22.6,28.6,13.7,16.1,95.6,99.1,100.0,91.5,9.5
Kerala,Ernakulam (Zone 2),25451,20490,11493,1062,18.8,8.8,23.8,6.3,37.3,28.0,10.4,100.0,99.9,93.1,60.2,5.7,1.6,11.3,8.1,30.7,27.5,14.9,16.9,98.1,98.7,100.0,79.0,6.3
Kerala,Idukki (Zone 2),23437,21848,11269,1073,23.3,11.3,19.8,6.5,36.6,36.3,10.0,99.2,99.3,88.8,63.6,6.9,1.7,14.2,13.2,29.9,32.4,14.9,17.6,95.8,99.2,99.8,82.7,7.1
Kerala,Kannur (Zone 2),26016,24303,10015,1042,21.5,9.1,24.9,7.7,42.7,34.5,9.2,98.3,99.3,93.6,55.5,5.8,1.8,13.4,12.1,35.3,30.2,14.1,12.1,95.4,97.7,99.9,83.2,3.5
Kerala,Kasaragod (Zone 2),24924,26883,12496,1080,19.5,9.8,17.0,6.2,41.5,36.1,7.6,99.4,99.7,94.2,65.3,7.3,2.0,10.4,10.3,29.3,30.8,12.8,16.7,97.1,98.3,99.9,81.7,8.7
Kerala,Kollam (Zone 2),22647,23587,11681,1070,21.3,9.9,15.4,6.0,31.9,36.2,8.4,99.6,99.2,96.3,60.0,6.9,1.8,15.1,10.5,26.7,35.0,19.5,17.4,96.9,98.9,99.9,90.3,6.7
Kerala,Kottayam (Zone 2),28710,23378,8797,1071,27.6,10.5,16.2,3.3,39.2,33.0,9.2,99.5,99.1,96.7,65.5,7.7,2.0,14.7,9.7,31.8,29.3,16.2,18.0,99.0,100.0,100.0,84.4,1.0
Kerala,Kozhikode (Zone 2),27205,25019,7227,1041,21.7,10.2,12.3,5.4,39.4,35.2,10.0,99.1,99.2,93.5,64.0,8.5,1.7,13.1,7.8,27.0,31.9,17.1,16.9,99.4,98.5,100.0,94.9,5.4
Kerala,Malappuram (Zone 2),25687,24030,10403,1048,21.3,11.1,19.4,7.4,34.1,38.7,7.6,99.6,99.6,94.5,68.4,6.3,1.5,13.5,9.7,40.0,31.0,15.2,13.9,95.2,98.0,100.0,91.1,8.8
Kerala,Palakkad (Zone 2),27833,25454,8464,1058,28.2,8.6,16.7,4.3,37.2,35.9,7.4,99.1,99.9,90.6,67.2,6.5,1.7,11.3,11.3,39.4,31.3,14.3,18.3,97.5,100.0,100.0,69.3,3.5
Kerala,Pathanamthitta (Zone 2),22447,27591,11153,1057,17.3,8.8,23.6,7.3,46.8,36.1,10.5,100.0,99.8,94.4,67.1,8.5,1.7,12.1,10.8,34.5,31.4,13.2,19.8,97.0,98.7,99.9,95.0,6.6
Kerala,Thiruvananthapuram (Zone 2),24951,32750,8004,1060,25.5,7.3,15.5,4.5,32.7,39.3,11.5,99.5,100.0,94.5,62.0,7.1,1.8,13.1,12.8,32.5,31.1,18.1,16.8,96.5,97.6,100.0,83.1,6.2
Kerala,Thrissur (Zone 2),25708,23841,8626,1053,24.0,8.2,17.9,7.1,43.1,27.7,8.2,99.7,99.9,100.0,66.8,6.9,1.5,12.4,9.3,34.0,29.8,13.4,15.1,99.3,99.4,100.0,85.9,10.1
Kerala,Wayanad (Zone 2),25505,27029,9943,1047,15.7,8.6,16.4,5.1,34.3,35.8,9.3,99.6,99.7,95.3,68.0,7.1,1.8,16.8,11.2,30.2,25.2,16.8,15.8,100.0,98.7,99.9,88.5,8.3
Kerala,Alappuzha (Zone 3),24902,27491,8641,1064,26.5,10.3,16.5,7.9,30.0,40.2,6.4,99.2,99.6,94.6,67.0,5.9,1.8,12.3,11.1,31.8,29.3,14.9,15.0,98.4,99.9,99.9,79.7,7.5
Kerala,Ernakulam (Zone 3),23125,21696,11098,1075,21.4,7.5,16.8,5.9,41.0,32.0,9.2,99.6,99.7,94.9,65.0,6.2,1.5,13.0,7.9,32.6,26.4,17.3,20.0,96.8,99.3,99.8,86.3,3.8
Kerala,Idukki (Zone 3),24902,30738,8012,1056,23.1,7.3,21.8,5.7,30.0,34.6,7.3,100.0,99.4,96.8,68.6,5.8,2.0,13.3,13.6,30.0,27.2,17.0,14.8,98.2,97.4,100.0,77.3,5.2
Kerala,Kannur (Zone 3),26780,25009,10876,1074,25.3,9.8,14.0,7.1,35.1,37.4,7.5,99.4,99.4,92.0,66.0,7.5,2.1,9.9,12.6,39.5,27.6,19.8,15.5,95.9,98.7,100.0,79.8,4.5
Kerala,Kasaragod (Zone 3),30092,25996,10969,1051,24.4,8.1,17.7,5.6,43.2,30.8,10.7,99.4,99.7,93.5,58.9,5.3,1.8,12.9,10.9,35.0,27.7,14.2,13.1,98.7,100.0,100.0,87.5,7.6
Kerala,Kollam (Zone 3),25054,28691,10791,1062,18.9,7.6,17.0,6.6,45.7,33.3,10.8,99.3,99.5,91.0,60.0,7.5,1.8,15.4,10.9,30.9,35.0,15.8,18.3,97.4,99.7,100.0,85.0,1.0
Madhya Pradesh,Agar Malwa,25543,24615,9603,935,31.4,15.8,38.1,2.7,73.1,61.3,25.2,88.1,83.1,50.4,62.6,11.3,2.8,19.5,23.9,17.3,20.4,8.8,4.3,75.7,69.5,98.8,27.6,53.4
Madhya Pradesh,Alirajpur,27771,23865,12380,933,45.2,14.8,37.7,2.3,63.2,74.9,25.3,92.3,95.8,58.8,70.5,6.0,2.6,24.2,23.7,18.5,18.6,6.0,6.0,68.5,80.7,95.8,59.8,28.9
Madhya Pradesh,Anuppur,20499,20645,11122,927,41.1,17.0,40.8,2.9,63.6,55.4,23.1,98.6,95.9,61.9,53.0,13.5,3.0,28.0,20.2,22.0,17.1,7.7,7.8,84.3,48.4,84.2,41.8,38.2
Madhya Pradesh,Ashoknagar,26782,26694,6790,957,39.3,20.3,30.1,2.3,75.2,62.3,24.4,100.0,80.6,81.0,70.0,10.4,2.8,22.1,19.9,19.0,21.0,7.7,9.9,81.4,86.3,91.6,53.0,37.9
Madhya Pradesh,Balaghat,27654,25819,10818,943,40.5,12.9,40.2,3.0,68.6,56.4,28.1,100.0,89.9,78.1,61.2,12.1,2.4,25.9,24.7,23.9,15.5,5.8,5.7,96.3,64.9,87.2,50.4,51.7
Madhya Pradesh,Barwani,17478,18722,8726,947,35.6,17.7,33.7,1.8,65.4,67.5,25.7,92.5,89.9,78.2,55.2,10.4,3.1,27.1,23.0,17.7,18.1,10.7,8.9,85.7,69.2,91.2,42.7,38.6
Madhya Pradesh,Betul,19818,20249,11157,940,38.8,22.4,28.6,2.0,74.6,62.7,26.7,100.0,84.8,72.0,58.4,7.1,2.8,29.5,23.6,19.5,18.1,5.0,9.4,77.5,75.5,93.7,58.6,44.7
Madhya Pradesh,Bhind,22159,16541,9152,962,37.7,21.0,36.9,2.5,70.9,60.1,28.7,82.5,92.9,87.3,51.7,10.3,2.7,30.6,21.5,16.2,21.4,7.8,5.8,71.2,74.7,95.5,41.0,42.1
Madhya Pradesh,Bhopal,25325,26938,10534,914,38.6,14.5,26.9,2.2,71.5,68.3,27.6,82.3,82.1,78.0,63.8,11.8,2.7,22.5,21.9,19.2,20.9,6.2,8.0,82.8,80.2,94.3,44.7,33.6
Madhya Pradesh,Burhanpur,22034,23624,10242,959,46.7,18.8,32.8,3.0,60.2,56.6,25.0,91.6,81.5,69.2,56.4,10.0,2.8,28.8,21.9,16.6,15.6,8.1,8.4,75.6,80.6,92.7,41.1,39.9
Madhya Pradesh,Chhatarpur,23797,26853,9333,947,43.3,23.6,32.2,1.5,57.0,61.2,22.0,89.5,89.8,57.0,49.1,11.6,2.6,24.3,17.0,19.2,22.2,6.4,6.2,82.4,55.6,97.2,44.8,20.1
Madhya Pradesh,Chhindwara,25856,21093,10320,941,33.9,19.7,32.8,1.2,65.1,66.9,22.8,100.0,91.6,76.4,59.2,10.9,2.6,24.8,23.6,15.7,16.3,4.3,10.6,86.8,75.7,88.8,50.2,35.0
Madhya Pradesh,Damoh,25507,23534,10353,937,36.2,20.2,28.3,2.8,70.4,57.6,21.5,86.4,90.7,71.5,62.6,14.5,2.6,19.1,24.5,22.2,20.0,4.4,7.3,71.9,79.7,87.6,41.0,27.0
Madhya Pradesh,Datia,23570,28812,9400,942,35.1,19.9,35.8,1.9,78.2,64.4,23.5,97.9,100.0,71.5,62.1,9.0,2.7,25.2,22.6,18.8,20.4,6.4,5.7,73.6,65.4,91.9,54.5,25.5
Madhya Pradesh,Dewas,31666,22286,8771,964,39.3,18.8,34.9,2.9,59.3,60.2,24.9,91.7,98.0,69.1,68.9,9.7,2.8,29.3,19.3,18.8,18.9,6.9,7.2,79.2,88.4,92.6,52.3,34.0
Madhya Pradesh,Dhar,25595,24144,8046,961,37.8,22.8,40.5,2.4,57.9,61.9,24.3,96.2,98.5,66.2,64.8,12.5,3.1,28.0,16.2,17.6,16.1,5.7,9.0,84.7,85.8,94.4,31.0,13.3
Madhya Pradesh,Dindori,26182,26613,6348,934,36.3,17.4,39.3,2.6,75.0,56.8,26.6,88.3,93.2,68.6,66.4,11.6,2.3,26.0,21.3,19.2,16.1,6.0,8.1,82.3,88.2,96.1,43.9,38.0
Madhya Pradesh,Guna,27899,28691,8958,943,32.6,21.8,35.7,2.4,71.5,64.1,20.6,87.5,87.0,55.6,55.9,10.6,2.6,20.1,25.5,17.7,19.1,6.6,6.3,86.1,67.6,89.4,49.7,49.4
Madhya Pradesh,Gwalior,20081,25428,9000,938,47.5,24.2,43.7,2.3,61.2,56.7,18.9,87.2,98.6,71.6,61.8,13.8,2.3,34.1,28.0,17.7,17.6,7.0,7.0,71.6,87.4,97.9,45.6,24.6
Madhya Pradesh,Harda,25257,27283,8371,940,45.1,20.2,42.9,1.9,65.3,65.8,25.3,98.7,91.5,91.5,63.2,13.1,2.6,26.1,24.7,22.0,20.8,5.9,9.6,62.3,54.9,95.7,44.1,41.4
Madhya Pradesh,Hoshangabad,27302,23819,9074,942,45.0,21.7,46.1,2.6,68.4,54.4,22.4,86.6,95.3,66.9,64.8,11.0,2.8,27.0,20.8,16.9,14.7,5.6,6.8,77.4,77.0,95.6,46.3,45.0
Madhya Pradesh,Indore,23446,24135,10667,950,42.9,22.2,42.0,2.2,66.5,65.4,27.2,94.6,88.6,60.5,54.0,11.5,2.8,21.6,22.1,19.6,16.1,7.7,6.9,93.3,65.6,88.9,39.4,35.1
Madhya Pradesh,Jabalpur,28546,19195,8151,966,39.7,12.9,38.0,2.4,75.1,57.3,18.6,92.3,91.1,62.9,50.8,14.1,2.7,16.1,20.6,22.2,17.8,5.3,7.1,71.9,51.5,97.2,25.6,38.2
Madhya Pradesh,Jhabua,18315,21646,7574,947,42.7,16.1,42.0,3.2,68.3,57.5,22.8,90.0,87.9,82.4,50.8,8.0,3.0,24.0,20.1,13.6,19.0,5.9,8.5,82.6,70.4,97.7,30.9,40.8
Madhya Pradesh,Katni,27693,24012,6148,925,39.7,18.0,30.5,2.3,63.2,63.9,21.0,97.3,78.9,64.9,70.1,10.1,2.9,26.9,20.6,15.9,16.3,10.2,7.1,64.7,89.9,95.4,36.3,27.6
Madhya Pradesh,Khandwa,26628,32812,8010,946,37.8,22.5,42.4,1.9,72.2,58.7,18.4,85.0,91.4,68.4,58.2,13.3,3.1,22.6,24.1,18.5,12.7,6.6,8.1,82.2,82.7,90.3,47.4,21.9
Madhya Pradesh,Khargone,23375,25387,6770,960,36.4,18.4,30.7,2.8,71.2,64.7,18.7,95.0,94.6,81.3,62.2,11.4,2.5,33.7,19.1,20.7,18.8,5.8,5.2,79.4,60.0,91.1,33.0,32.0
Madhya Pradesh,Mandla,23672,26299,10959,941,41.8,15.6,41.4,2.6,70.0,69.1,23.1,84.0,94.2,78.1,58.9,13.8,2.3,26.1,22.1,15.7,19.2,8.1,8.2,82.3,70.1,94.3,51.5,41.5
Madhya Pradesh,Mandsaur,29887,23400,10314,922,40.8,11.5,38.4,2.9,70.7,60.0,24.9,98.0,97.5,72.7,60.8,13.2,2.4,24.7,26.0,20.4,19.9,3.7,7.4,76.7,76.0,89.8,33.7,17.4
Madhya Pradesh,Morena,32221,20208,9146,944,34.7,14.2,31.0,2.1,68.8,58.0,29.2,95.2,93.9,71.8,69.1,10.6,2.7,26.7,24.1,19.6,17.8,5.2,8.5,88.4,67.3,86.7,41.9,41.6
Madhya Pradesh,Narsinghpur,22452,31170,7160,949,46.8,17.9,31.5,2.8,65.0,55.9,21.3,100.0,91.3,74.1,58.5,11.6,2.6,27.2,22.3,20.2,19.1,4.5,6.6,64.2,96.3,96.5,35.7,33.5
Madhya Pradesh,Neemuch,24837,24615,10517,956,39.5,20.5,35.5,1.4,65.7,57.1,24.2,98.0,78.6,65.0,56.7,10.2,2.7,25.3,23.2,16.4,19.6,7.2,6.4,89.0,72.6,97.2,42.0,39.4
Madhya Pradesh,Niwari,26075,25837,9909,968,33.8,22.3,26.7,2.1,66.5,64.1,28.7,75.0,86.0,51.7,60.2,11.5,2.8,26.5,25.1,19.5,17.9,3.9,7.9,68.6,87.5,92.4,56.0,31.7
Madhya Pradesh,Panna,29762,24197,9190,959,42.0,15.2,30.0,3.2,70.6,62.3,29.0,86.1,96.9,74.8,53.9,14.7,2.6,25.5,24.2,17.0,21.1,3.0,6.0,90.8,69.0,93.8,30.5,52.6
Maharashtra,Ahmednagar,26497,29685,12492,946,39.9,17.9,39.9,2.8,53.1,45.9,20.3,95.7,94.9,88.5,73.2,5.4,1.9,21.9,14.8,19.6,25.1,6.4,9.9,92.0,78.8,99.6,57.3,33.3
Maharashtra,Akola,16018,28620,9308,942,19.7,16.1,29.4,3.9,56.6,50.4,25.0,89.1,98.4,77.4,65.3,7.9,1.6,21.0,19.5,23.4,22.3,7.0,11.5,100.0,80.6,97.2,57.4,18.1
Maharashtra,Amravati,32074,27760,10240,966,33.8,11.8,27.3,4.7,49.5,43.8,19.8,99.6,89.2,85.3,69.9,4.4,1.5,22.1,15.2,25.8,25.4,9.2,9.6,84.2,83.7,99.1,59.8,4.4
Maharashtra,Aurangabad,35160,35017,10805,937,37.6,6.6,31.2,2.4,61.0,53.8,20.9,93.0,88.0,78.4,69.0,10.5,1.8,22.6,14.4,23.1,20.5,9.4,12.3,82.6,77.9,98.4,87.0,15.1
Maharashtra,Beed,19632,32219,11270,950,26.5,14.8,22.0,3.4,67.0,49.3,18.3,88.2,97.0,84.1,67.3,8.1,1.7,20.8,15.9,22.9,22.6,11.2,11.9,91.2,97.7,98.8,76.0,26.9
Maharashtra,Bhandara,30967,19468,7952,930,31.4,14.0,30.1,3.0,65.6,52.3,17.9,91.3,96.6,83.5,68.9,6.4,1.7,21.2,19.7,18.9,26.8,9.6,10.5,87.6,71.5,100.0,55.2,15.8
Maharashtra,Buldhana,25675,28818,10867,961,31.5,16.5,27.5,5.5,56.6,51.6,16.6,95.5,98.0,91.6,59.6,8.0,1.7,21.1,16.0,23.6,19.6,12.1,12.5,81.9,74.3,95.9,69.8,11.7
Maharashtra,Chandrapur,22339,21158,11375,960,24.7,16.8,25.9,3.2,59.4,53.6,19.1,92.0,94.3,82.0,60.1,7.6,1.7,14.5,18.9,25.8,18.3,11.7,10.2,92.5,79.5,99.8,67.1,15.5
Maharashtra,Dhule,19904,11310,11567,947,33.3,14.6,23.2,3.0,64.9,50.1,19.4,90.7,96.8,78.3,72.2,10.0,1.8,18.6,14.6,17.7,19.4,9.4,11.2,90.9,81.3,99.9,63.6,27.6
Maharashtra,Gadchiroli,28501,26539,8633,958,28.9,14.1,36.9,3.8,59.0,58.0,20.1,93.2,99.8,73.1,68.6,5.4,1.5,19.7,20.2,17.3,20.2,10.6,11.2,91.1,75.4,96.8,75.5,21.6
Maharashtra,Gondia,20863,20247,9798,971,32.5,21.9,23.9,4.2,50.1,53.9,21.9,86.7,94.7,77.5,63.5,9.3,1.8,18.5,16.5,22.3,22.0,6.8,12.7,91.8,87.6,96.4,58.4,20.6
Maharashtra,Hingoli,24432,24722,12183,975,26.7,11.9,24.9,3.1,55.9,66.0,22.2,99.1,100.0,74.0,60.9,6.3,1.8,17.1,12.9,20.7,21.3,9.5,11.0,85.0,90.2,96.7,61.4,27.5
Maharashtra,Jalgaon,26029,22203,11895,950,28.1,16.7,39.3,4.0,60.8,56.2,15.8,95.5,95.4,84.6,67.6,9.3,1.6,19.2,12.9,21.0,26.2,9.6,10.5,100.0,71.8,95.8,80.1,22.4
Maharashtra,Jalna,32656,27873,12935,950,24.5,14.6,27.3,3.7,51.3,60.5,21.7,93.5,94.6,80.9,63.1,7.6,1.8,24.6,18.4,24.8,23.1,6.8,10.4,95.8,72.7,99.3,86.2,30.5
Maharashtra,Kolhapur,30433,21948,7177,947,34.0,17.0,30.4,4.6,54.8,51.9,19.3,90.9,96.4,68.2,72.2,8.6,1.6,16.1,15.4,24.1,23.6,7.6,8.8,93.9,77.5,98.1,64.2,24.5
Maharashtra,Latur,29004,25053,10979,940,39.0,21.1,38.2,3.3,47.3,38.9,17.2,94.2,100.0,88.9,68.1,6.7,1.6,19.9,17.7,23.2,18.9,10.3,11.4,83.6,76.9,99.4,60.7,34.7
Maharashtra,Mumbai City,21005,31776,13602,947,26.4,12.3,32.5,4.2,61.6,62.1,17.4,100.0,91.9,73.9,58.2,7.6,1.7,20.8,16.6,18.4,20.8,8.3,6.9,84.1,77.1,100.0,64.9,27.3
Maharashtra,Mumbai Suburban,29416,32444,11129,967,26.5,16.5,32.2,3.0,56.2,49.4,19.3,99.8,92.4,90.0,63.1,6.8,1.4,22.2,18.1,18.1,20.6,10.6,10.6,83.6,88.1,96.6,80.9,34.4
Maharashtra,Nagpur,28734,19912,12273,950,37.4,15.7,27.7,2.1,57.5,57.9,21.8,97.0,93.3,66.2,64.5,7.9,1.8,21.2,21.0,22.4,21.3,8.5,10.7,85.0,85.1,98.9,65.1,25.7
Maharashtra,Nanded,22686,28435,8920,954,24.5,11.7,31.2,3.3,47.9,55.9,14.7,95.6,96.5,89.1,75.9,5.8,1.6,18.0,17.1,22.6,20.9,8.1,8.3,95.9,88.1,99.8,59.9,16.7
Maharashtra,Nandurbar,24814,29251,10785,940,23.5,15.8,36.8,4.0,59.1,47.2,14.9,98.1,100.0,78.5,61.3,3.6,2.0,18.6,20.0,24.0,22.9,8.2,9.3,98.4,85.8,93.8,56.3,15.1
Maharashtra,Nashik,25905,22790,10048,947,36.6,12.9,38.3,3.0,58.5,51.3,19.4,96.8,97.2,76.0,61.4,13.5,1.7,21.4,12.0,21.2,21.6,9.9,5.1,91.0,73.7,98.6,52.6,15.2
Maharashtra,Osmanabad,26324,28132,10795,949,20.8,18.1,22.5,3.4,62.5,49.3,16.5,95.9,100.0,72.6,66.2,5.0,1.5,19.1,13.9,20.6,17.8,9.2,12.6,83.4,78.4,99.0,75.1,10.1
Maharashtra,Palghar,35467,23655,10468,963,32.5,19.6,29.6,2.7,54.9,63.6,21.7,97.6,96.9,76.7,66.0,8.3,1.3,24.3,18.8,17.7,22.7,10.5,11.7,86.2,100.0,95.4,52.2,23.9
Maharashtra,Parbhani,16038,31749,12042,972,29.9,14.0,31.8,3.7,64.2,60.7,19.9,96.2,96.4,85.9,67.3,8.5,1.9,24.3,12.2,22.0,19.9,8.4,11.3,94.0,83.0,94.2,53.3,29.2
Maharashtra,Pune,24920,21670,12262,938,29.0,8.8,31.2,4.5,63.5,49.0,19.3,92.9,92.2,89.6,61.0,6.7,1.9,13.8,16.4,25.5,21.4,6.0,12.2,100.0,78.2,97.0,68.2,35.0
Maharashtra,Raigad,30758,23957,12141,968,30.0,13.3,34.0,3.9,53.4,53.3,14.9,97.7,94.5,78.5,66.8,8.6,1.8,21.1,15.6,24.3,23.2,8.1,10.3,89.1,88.5,97.3,59.1,37.8
Maharashtra,Ratnagiri,23090,34550,9069,943,32.0,15.4,34.9,3.8,57.6,59.3,19.7,95.5,96.8,81.3,67.0,7.3,1.7,15.5,12.5,19.4,21.5,9.2,10.0,75.9,98.2,100.0,67.5,37.3
Maharashtra,Sangli,31261,23900,9934,929,23.6,15.0,30.9,3.4,62.3,53.6,17.4,92.7,98.7,76.8,71.6,10.9,1.7,23.0,21.2,22.8,23.8,11.1,9.9,91.1,72.2,98.3,68.0,26.1
Maharashtra,Satara,19035,25555,11244,944,29.2,15.6,28.7,2.8,67.7,49.8,15.6,93.2,87.5,76.8,62.2,9.7,2.0,22.1,19.5,24.3,21.4,9.3,7.5,89.2,76.3,99.4,88.7,26.0
Maharashtra,Sindhudurg,26458,22082,10176,946,26.3,15.7,22.8,2.7,61.9,46.9,20.6,89.5,100.0,75.8,65.9,9.2,1.7,19.5,17.4,24.9,24.4,8.7,10.2,100.0,92.5,96.2,64.0,19.3
Maharashtra,Solapur,24889,27014,10610,953,32.9,7.5,35.1,4.4,55.8,57.3,16.4,93.1,100.0,79.8,57.7,8.4,2.0,23.2,16.0,20.7,25.1,9.2,9.0,96.9,85.7,98.0,64.8,13.4
Maharashtra,Thane,24833,26651,9833,936,31.1,17.6,29.0,4.3,60.4,53.1,19.0,91.2,97.5,81.7,64.5,10.7,1.9,17.5,18.6,22.9,21.9,9.5,10.9,80.9,80.9,100.0,56.4,19.5
Maharashtra,Wardha,30797,29095,11185,994,31.0,17.3,23.7,3.2,56.6,55.7,16.6,98.7,100.0,74.1,64.5,7.4,1.8,17.5,20.2,18.2,19.0,7.6,8.8,88.4,77.6,96.4,74.6,31.8
Odisha,Angul,24305,28365,9743,979,29.7,17.1,26.1,2.2,70.8,72.5,23.2,95.6,88.5,66.0,65.1,11.6,2.0,23.0,23.9,15.5,17.1,5.0,7.6,73.2,63.8,88.5,46.4,20.6
Odisha,Balangir,23698,22029,7796,962,40.0,18.3,32.4,2.8,68.8,61.0,16.4,92.0,83.2,69.3,62.0,10.3,2.4,24.7,23.9,15.2,22.2,4.2,10.7,79.3,73.7,82.5,48.4,36.1
Odisha,Balasore,18882,27533,6773,981,34.1,20.6,29.4,2.5,69.1,54.9,18.4,95.6,83.0,61.6,71.3,7.7,2.3,24.3,12.6,17.3,20.1,7.0,8.9,79.5,80.6,88.6,34.9,22.3
Odisha,Bargarh,33804,22294,5508,998,32.8,15.7,38.8,2.5,68.1,63.2,21.5,100.0,81.4,89.6,65.3,9.5,2.2,16.6,19.4,15.0,20.0,4.8,8.1,81.3,66.2,93.9,46.3,24.2
Odisha,Bhadrak,21648,23288,11519,989,28.3,18.5,33.6,3.0,63.1,61.6,20.9,88.5,95.0,81.0,64.5,11.5,1.9,25.2,22.1,21.0,17.3,5.2,5.7,84.6,49.8,94.3,47.9,44.2
Odisha,Boudh,19832,22388,9449,975,30.9,16.5,33.5,3.0,63.7,69.4,16.3,86.5,92.7,82.1,68.8,12.9,2.4,29.2,18.9,20.3,23.5,8.3,7.7,80.0,53.7,93.6,37.8,26.9
Odisha,Cuttack,23973,26981,11146,959,31.3,19.2,31.0,2.3,66.1,72.8,23.0,86.8,80.8,76.0,63.2,9.7,2.2,20.6,25.4,21.6,16.8,7.5,5.7,95.6,74.9,96.7,31.8,40.1
Odisha,Deogarh,23690,26396,7561,980,31.3,18.3,31.7,2.3,60.4,55.6,20.5,95.6,91.1,73.2,66.0,8.8,2.1,23.3,23.3,14.1,16.9,4.0,7.1,93.9,65.9,89.4,57.7,43.6
Odisha,Dhenkanal,17075,24091,9628,972,43.7,17.6,21.6,2.5,68.1,60.9,25.8,92.5,85.8,78.3,57.5,10.1,2.4,28.7,27.3,14.4,14.2,6.1,5.2,83.4,81.0,99.5,51.0,32.3
Odisha,Gajapati,23439,25139,11479,966,30.8,14.7,24.6,1.4,59.5,55.1,23.0,85.9,86.8,69.1,45.8,13.5,2.2,22.4,16.6,20.4,19.4,5.3,6.9,98.1,71.1,91.1,39.6,16.9
Odisha,Ganjam,22923,25364,9634,990,28.9,14.3,32.0,2.7,64.4,65.0,19.3,94.6,92.6,75.1,70.0,13.6,1.7,11.9,25.7,20.0,24.0,8.4,9.9,90.9,88.2,100.0,51.2,19.8
Odisha,Jagatsinghpur,21687,21986,9478,984,26.7,13.8,36.0,3.7,69.6,68.3,21.8,78.5,87.3,75.7,59.5,10.6,1.9,27.4,20.2,13.2,17.8,6.6,9.3,77.9,78.2,93.5,49.4,42.4
Odisha,Jajpur,23122,29758,9076,978,36.3,13.9,33.1,2.7,66.1,60.7,21.0,89.6,91.2,78.0,70.5,8.5,2.0,17.7,22.1,15.2,18.3,5.9,7.9,78.0,64.9,99.2,51.8,29.0
Odisha,Jharsuguda,19320,23956,8909,971,30.9,14.4,29.0,2.0,59.4,58.9,23.8,86.7,88.8,89.4,68.5,9.9,2.0,20.5,23.1,17.5,18.0,5.3,6.3,85.9,56.2,97.0,43.7,32.7
Odisha,Kalahandi,26263,24290,10352,990,40.6,16.5,28.0,2.4,68.0,69.5,22.8,93.1,93.7,90.8,52.3,11.8,2.1,18.6,18.3,15.9,17.2,5.8,7.9,90.8,85.0,87.8,40.6,45.8
Odisha,Kandhamal,22155,20417,8985,958,36.4,15.0,33.3,1.9,61.6,59.6,20.9,83.4,86.8,64.4,64.7,10.3,2.1,20.7,22.0,16.6,17.3,6.4,8.0,70.1,78.6,88.0,48.8,33.7
Odisha,Kendrapara,28235,21742,10927,980,27.9,21.1,30.7,2.8,59.6,59.1,20.5,82.7,88.7,74.3,71.3,8.2,2.4,25.0,17.8,19.7,18.0,3.0,8.5,72.9,59.4,95.4,45.5,42.3
Odisha,Kendujhar,25726,20610,9946,963,44.0,13.9,37.1,3.3,66.6,59.6,21.5,76.1,91.3,81.1,62.7,4.6,1.9,21.0,21.9,18.7,18.6,7.5,6.0,88.5,77.7,93.9,47.2,50.5
